frequency [Hz],synthHD Pro power [dBm],det power [dBm]
10000000000.0,-30.0,-27.015992
10000000000.0,-29.3,-26.503712
10000000000.0,-28.6,-25.985955999999998
10000000000.0,-27.9,-25.474349999999998
10000000000.0,-27.2,-24.94479
10000000000.0,-26.5,-24.289911999999998
10000000000.0,-25.8,-23.649694
10000000000.0,-25.1,-23.057665999999998
10000000000.0,-24.4,-22.520272
10000000000.0,-23.7,-21.895526
10000000000.0,-23.0,-21.23077
10000000000.0,-22.3,-20.645799999999998
10000000000.0,-21.6,-20.045455999999998
10000000000.0,-20.9,-19.431488
10000000000.0,-20.200000000000003,-18.768672
10000000000.0,-19.5,-18.064224
10000000000.0,-18.8,-17.346365999999996
10000000000.0,-18.1,-16.63687
10000000000.0,-17.4,-15.970648
10000000000.0,-16.700000000000003,-15.311162000000001
10000000000.0,-16.0,-14.645750000000001
10000000000.0,-15.3,-13.969894
10000000000.0,-14.600000000000001,-13.281208000000001
10000000000.0,-13.900000000000002,-12.589364
10000000000.0,-13.200000000000003,-11.892914000000001
10000000000.0,-12.5,-11.182590000000001
10000000000.0,-11.8,-10.468896
10000000000.0,-11.100000000000001,-9.7561718
10000000000.0,-10.400000000000002,-9.063081399999998
10000000000.0,-9.700000000000003,-8.367007000000001
10000000000.0,-9.0,-7.6732378
10000000000.0,-8.3,-6.9683278
10000000000.0,-7.600000000000001,-6.2432418
10000000000.0,-6.900000000000002,-5.5198836
10000000000.0,-6.200000000000003,-4.8008708
10000000000.0,-5.5,-4.098002200000001
10000000000.0,-4.800000000000001,-3.3989081999999997
10000000000.0,-4.100000000000001,-2.7064124
10000000000.0,-3.400000000000002,-2.0188417999999997
10000000000.0,-2.700000000000003,-1.3168478
10000000000.0,-2.0,-0.61420152
10000000000.0,-1.3000000000000007,0.089418624
10000000000.0,-0.6000000000000014,0.7947064399999999
10000000000.0,0.09999999999999787,1.4882518
10000000000.0,0.7999999999999972,2.1658432
10000000000.0,1.4999999999999964,2.8169741999999998
10000000000.0,2.1999999999999957,3.4787666
10000000000.0,2.8999999999999986,4.1479782
10000000000.0,3.5999999999999943,4.8137822
10000000000.0,4.299999999999997,5.449086599999999
10000000000.0,5.0,6.045952
10195000000.0,-30.0,-27.245456
10195000000.0,-29.3,-26.743596000000004
10195000000.0,-28.6,-26.2368
10195000000.0,-27.9,-25.740186
10195000000.0,-27.2,-25.226356000000003
10195000000.0,-26.5,-24.579582
10195000000.0,-25.8,-23.954584000000004
10195000000.0,-25.1,-23.376182
10195000000.0,-24.4,-22.83903
10195000000.0,-23.7,-22.227668
10195000000.0,-23.0,-21.573742000000003
10195000000.0,-22.3,-20.985512
10195000000.0,-21.6,-20.37878
10195000000.0,-20.9,-19.762652000000003
10195000000.0,-20.200000000000003,-19.09468
10195000000.0,-19.5,-18.389035999999997
10195000000.0,-18.8,-17.669714000000003
10195000000.0,-18.1,-16.953412
10195000000.0,-17.4,-16.275923999999996
10195000000.0,-16.700000000000003,-15.614398
10195000000.0,-16.0,-14.945184000000001
10195000000.0,-15.3,-14.2638
10195000000.0,-14.600000000000001,-13.578064000000001
10195000000.0,-13.900000000000002,-12.882579999999999
10195000000.0,-13.200000000000003,-12.178024
10195000000.0,-12.5,-11.462624000000002
10195000000.0,-11.8,-10.749970000000001
10195000000.0,-11.100000000000001,-10.023921999999999
10195000000.0,-10.400000000000002,-9.3395536
10195000000.0,-9.700000000000003,-8.6423752
10195000000.0,-9.0,-7.9521648
10195000000.0,-8.3,-7.244148
10195000000.0,-7.600000000000001,-6.515755999999999
10195000000.0,-6.900000000000002,-5.7870624
10195000000.0,-6.200000000000003,-5.063438
10195000000.0,-5.5,-4.3589658
10195000000.0,-4.800000000000001,-3.6588132
10195000000.0,-4.100000000000001,-2.9605178
10195000000.0,-3.400000000000002,-2.2751951999999998
10195000000.0,-2.700000000000003,-1.5751908000000001
10195000000.0,-2.0,-0.8750286599999999
10195000000.0,-1.3000000000000007,-0.17263648
10195000000.0,-0.6000000000000014,0.5429313
10195000000.0,0.09999999999999787,1.2443784
10195000000.0,0.7999999999999972,1.9260901999999998
10195000000.0,1.4999999999999964,2.5878094000000003
10195000000.0,2.1999999999999957,3.2550368
10195000000.0,2.8999999999999986,3.932991200000001
10195000000.0,3.5999999999999943,4.6213336
10195000000.0,4.299999999999997,5.2785836
10195000000.0,5.0,5.894774799999999
10390000000.0,-30.0,-26.853528
10390000000.0,-29.3,-26.357423999999998
10390000000.0,-28.6,-25.855039999999995
10390000000.0,-27.9,-25.369618
10390000000.0,-27.2,-24.86837
10390000000.0,-26.5,-24.225646000000005
10390000000.0,-25.8,-23.614286
10390000000.0,-25.1,-23.046796
10390000000.0,-24.4,-22.508702
10390000000.0,-23.7,-21.905552
10390000000.0,-23.0,-21.26525
10390000000.0,-22.3,-20.672896
10390000000.0,-21.6,-20.064758
10390000000.0,-20.9,-19.438541999999998
10390000000.0,-20.200000000000003,-18.768546000000004
10390000000.0,-19.5,-18.064193999999997
10390000000.0,-18.8,-17.342328
10390000000.0,-18.1,-16.622854
10390000000.0,-17.4,-15.942362
10390000000.0,-16.700000000000003,-15.279402
10390000000.0,-16.0,-14.604889999999997
10390000000.0,-15.3,-13.923150000000001
10390000000.0,-14.600000000000001,-13.229656
10390000000.0,-13.900000000000002,-12.528208000000001
10390000000.0,-13.200000000000003,-11.816998000000002
10390000000.0,-12.5,-11.098524
10390000000.0,-11.8,-10.3753
10390000000.0,-11.100000000000001,-9.6510544
10390000000.0,-10.400000000000002,-8.9633434
10390000000.0,-9.700000000000003,-8.273458999999999
10390000000.0,-9.0,-7.5870064
10390000000.0,-8.3,-6.881270600000001
10390000000.0,-7.600000000000001,-6.1455596
10390000000.0,-6.900000000000002,-5.407640000000001
10390000000.0,-6.200000000000003,-4.680231600000001
10390000000.0,-5.5,-3.9757092
10390000000.0,-4.800000000000001,-3.275052
10390000000.0,-4.100000000000001,-2.5838566
10390000000.0,-3.400000000000002,-1.8959388000000001
10390000000.0,-2.700000000000003,-1.2018304
10390000000.0,-2.0,-0.50720236
10390000000.0,-1.3000000000000007,0.1881106
10390000000.0,-0.6000000000000014,0.90455012
10390000000.0,0.09999999999999787,1.6020796000000002
10390000000.0,0.7999999999999972,2.2818386
10390000000.0,1.4999999999999964,2.9430056
10390000000.0,2.1999999999999957,3.600023
10390000000.0,2.8999999999999986,4.2714694
10390000000.0,3.5999999999999943,4.9657456
10390000000.0,4.299999999999997,5.6199502
10390000000.0,5.0,6.2330106
10585000000.0,-30.0,-26.466852
10585000000.0,-29.3,-25.981782
10585000000.0,-28.6,-25.500532
10585000000.0,-27.9,-25.036992000000005
10585000000.0,-27.2,-24.558073999999998
10585000000.0,-26.5,-23.930039999999998
10585000000.0,-25.8,-23.339908
10585000000.0,-25.1,-22.79169
10585000000.0,-24.4,-22.259222
10585000000.0,-23.7,-21.66951
10585000000.0,-23.0,-21.045532
10585000000.0,-22.3,-20.453786
10585000000.0,-21.6,-19.842694
10585000000.0,-20.9,-19.211892
10585000000.0,-20.200000000000003,-18.540176
10585000000.0,-19.5,-17.837092
10585000000.0,-18.8,-17.116251999999996
10585000000.0,-18.1,-16.391512
10585000000.0,-17.4,-15.703752
10585000000.0,-16.700000000000003,-15.039058
10585000000.0,-16.0,-14.363668
10585000000.0,-15.3,-13.678588000000001
10585000000.0,-14.600000000000001,-12.982208
10585000000.0,-13.900000000000002,-12.275941999999999
10585000000.0,-13.200000000000003,-11.563052
10585000000.0,-12.5,-10.839587999999997
10585000000.0,-11.8,-10.114564
10585000000.0,-11.100000000000001,-9.3787576
10585000000.0,-10.400000000000002,-8.699242000000002
10585000000.0,-9.700000000000003,-8.016699999999998
10585000000.0,-9.0,-7.333175799999999
10585000000.0,-8.3,-6.6268270000000005
10585000000.0,-7.600000000000001,-5.886885599999999
10585000000.0,-6.900000000000002,-5.1494374
10585000000.0,-6.200000000000003,-4.415780799999999
10585000000.0,-5.5,-3.710393
10585000000.0,-4.800000000000001,-3.0105546
10585000000.0,-4.100000000000001,-2.3231960000000003
10585000000.0,-3.400000000000002,-1.6380029999999999
10585000000.0,-2.700000000000003,-0.95043602
10585000000.0,-2.0,-0.26593136
10585000000.0,-1.3000000000000007,0.42528074
10585000000.0,-0.6000000000000014,1.1422554000000003
10585000000.0,0.09999999999999787,1.8396529999999998
10585000000.0,0.7999999999999972,2.5138602
10585000000.0,1.4999999999999964,3.167626
10585000000.0,2.1999999999999957,3.811999
10585000000.0,2.8999999999999986,4.4818154
10585000000.0,3.5999999999999943,5.1776789999999995
10585000000.0,4.299999999999997,5.8285800000000005
10585000000.0,5.0,6.4382852
10780000000.0,-30.0,-27.100441999999997
10780000000.0,-29.3,-26.57882
10780000000.0,-28.6,-26.071232
10780000000.0,-27.9,-25.590148000000003
10780000000.0,-27.2,-25.093722000000003
10780000000.0,-26.5,-24.436648
10780000000.0,-25.8,-23.827718
10780000000.0,-25.1,-23.264204
10780000000.0,-24.4,-22.708564000000003
10780000000.0,-23.7,-22.105705999999998
10780000000.0,-23.0,-21.472956
10780000000.0,-22.3,-20.858608
10780000000.0,-21.6,-20.224156
10780000000.0,-20.9,-19.574248000000004
10780000000.0,-20.200000000000003,-18.887455999999997
10780000000.0,-19.5,-18.17351
10780000000.0,-18.8,-17.440182
10780000000.0,-18.1,-16.702778000000002
10780000000.0,-17.4,-16.003072
10780000000.0,-16.700000000000003,-15.33407
10780000000.0,-16.0,-14.647512
10780000000.0,-15.3,-13.960252
10780000000.0,-14.600000000000001,-13.262096
10780000000.0,-13.900000000000002,-12.551272
10780000000.0,-13.200000000000003,-11.830459999999999
10780000000.0,-12.5,-11.103995999999999
10780000000.0,-11.8,-10.374078
10780000000.0,-11.100000000000001,-9.636948999999998
10780000000.0,-10.400000000000002,-8.9597092
10780000000.0,-9.700000000000003,-8.2795186
10780000000.0,-9.0,-7.6037334
10780000000.0,-8.3,-6.9026286
10780000000.0,-7.600000000000001,-6.15243
10780000000.0,-6.900000000000002,-5.4128724
10780000000.0,-6.200000000000003,-4.6773522000000005
10780000000.0,-5.5,-3.9714508000000004
10780000000.0,-4.800000000000001,-3.2771679999999996
10780000000.0,-4.100000000000001,-2.58291
10780000000.0,-3.400000000000002,-1.8979122
10780000000.0,-2.700000000000003,-1.211536
10780000000.0,-2.0,-0.53373466
10780000000.0,-1.3000000000000007,0.16010736
10780000000.0,-0.6000000000000014,0.88274346
10780000000.0,0.09999999999999787,1.582202
10780000000.0,0.7999999999999972,2.2651842
10780000000.0,1.4999999999999964,2.9257558
10780000000.0,2.1999999999999957,3.5750585999999998
10780000000.0,2.8999999999999986,4.2602058
10780000000.0,3.5999999999999943,4.9784508
10780000000.0,4.299999999999997,5.6543192
10780000000.0,5.0,6.2884876
10975000000.0,-30.0,-27.121912
10975000000.0,-29.3,-26.597998
10975000000.0,-28.6,-26.081588
10975000000.0,-27.9,-25.59691
10975000000.0,-27.2,-25.096998
10975000000.0,-26.5,-24.428942
10975000000.0,-25.8,-23.822986
10975000000.0,-25.1,-23.262296000000003
10975000000.0,-24.4,-22.702154
10975000000.0,-23.7,-22.101122
10975000000.0,-23.0,-21.474376
10975000000.0,-22.3,-20.855874
10975000000.0,-21.6,-20.218363999999998
10975000000.0,-20.9,-19.559798
10975000000.0,-20.200000000000003,-18.872308
10975000000.0,-19.5,-18.158248
10975000000.0,-18.8,-17.426314
10975000000.0,-18.1,-16.682118
10975000000.0,-17.4,-15.974564
10975000000.0,-16.700000000000003,-15.299904000000002
10975000000.0,-16.0,-14.613664
10975000000.0,-15.3,-13.922706
10975000000.0,-14.600000000000001,-13.218034
10975000000.0,-13.900000000000002,-12.504105999999998
10975000000.0,-13.200000000000003,-11.775426
10975000000.0,-12.5,-11.043353999999999
10975000000.0,-11.8,-10.302491999999999
10975000000.0,-11.100000000000001,-9.5552798
10975000000.0,-10.400000000000002,-8.8763112
10975000000.0,-9.700000000000003,-8.1962366
10975000000.0,-9.0,-7.5159412
10975000000.0,-8.3,-6.8087
10975000000.0,-7.600000000000001,-6.045412000000001
10975000000.0,-6.900000000000002,-5.2901668
10975000000.0,-6.200000000000003,-4.5419089999999995
10975000000.0,-5.5,-3.8269094000000003
10975000000.0,-4.800000000000001,-3.1237912
10975000000.0,-4.100000000000001,-2.4200392
10975000000.0,-3.400000000000002,-1.7271785999999998
10975000000.0,-2.700000000000003,-1.0365294
10975000000.0,-2.0,-0.3532489
10975000000.0,-1.3000000000000007,0.34496434
10975000000.0,-0.6000000000000014,1.079195
10975000000.0,0.09999999999999787,1.7940026
10975000000.0,0.7999999999999972,2.4854694000000004
10975000000.0,1.4999999999999964,3.1534992
10975000000.0,2.1999999999999957,3.8051124
10975000000.0,2.8999999999999986,4.4965812
10975000000.0,3.5999999999999943,5.228337999999999
10975000000.0,4.299999999999997,5.912611999999999
10975000000.0,5.0,6.556050000000001
11170000000.0,-30.0,-27.072197999999997
11170000000.0,-29.3,-26.549686
11170000000.0,-28.6,-26.034496
11170000000.0,-27.9,-25.555072
11170000000.0,-27.2,-25.058446
11170000000.0,-26.5,-24.382928
11170000000.0,-25.8,-23.774729999999998
11170000000.0,-25.1,-23.213148
11170000000.0,-24.4,-22.641092
11170000000.0,-23.7,-22.037975999999997
11170000000.0,-23.0,-21.410778
11170000000.0,-22.3,-20.776866
11170000000.0,-21.6,-20.121290000000002
11170000000.0,-20.9,-19.447879999999998
11170000000.0,-20.200000000000003,-18.742916
11170000000.0,-19.5,-18.014236
11170000000.0,-18.8,-17.271904
11170000000.0,-18.1,-16.510204
11170000000.0,-17.4,-15.790582
11170000000.0,-16.700000000000003,-15.105858000000001
11170000000.0,-16.0,-14.410774
11170000000.0,-15.3,-13.703806
11170000000.0,-14.600000000000001,-12.985936
11170000000.0,-13.900000000000002,-12.25969
11170000000.0,-13.200000000000003,-11.519444
11170000000.0,-12.5,-10.772284000000003
11170000000.0,-11.8,-10.018946
11170000000.0,-11.100000000000001,-9.256312600000001
11170000000.0,-10.400000000000002,-8.574120599999999
11170000000.0,-9.700000000000003,-7.8897874
11170000000.0,-9.0,-7.204239599999999
11170000000.0,-8.3,-6.4854804
11170000000.0,-7.600000000000001,-5.7127824
11170000000.0,-6.900000000000002,-4.9392026
11170000000.0,-6.200000000000003,-4.1730374
11170000000.0,-5.5,-3.4529756000000007
11170000000.0,-4.800000000000001,-2.7419399999999996
11170000000.0,-4.100000000000001,-2.0324604
11170000000.0,-3.400000000000002,-1.3280488
11170000000.0,-2.700000000000003,-0.6346400000000001
11170000000.0,-2.0,0.052262041999999995
11170000000.0,-1.3000000000000007,0.7582793600000001
11170000000.0,-0.6000000000000014,1.5000958
11170000000.0,0.09999999999999787,2.219557
11170000000.0,0.7999999999999972,2.9218538
11170000000.0,1.4999999999999964,3.5935030000000006
11170000000.0,2.1999999999999957,4.2444028000000005
11170000000.0,2.8999999999999986,4.9415086
11170000000.0,3.5999999999999943,5.6793274
11170000000.0,4.299999999999997,6.369523
11170000000.0,5.0,7.015392799999999
11365000000.0,-30.0,-27.196116
11365000000.0,-29.3,-26.631094
11365000000.0,-28.6,-26.0798
11365000000.0,-27.9,-25.573714000000002
11365000000.0,-27.2,-25.053464
11365000000.0,-26.5,-24.343768
11365000000.0,-25.8,-23.718218
11365000000.0,-25.1,-23.144808
11365000000.0,-24.4,-22.555108
11365000000.0,-23.7,-21.943584
11365000000.0,-23.0,-21.309958
11365000000.0,-22.3,-20.661822
11365000000.0,-21.6,-19.993376
11365000000.0,-20.9,-19.306788
11365000000.0,-20.200000000000003,-18.593154000000002
11365000000.0,-19.5,-17.865966000000004
11365000000.0,-18.8,-17.116021999999997
11365000000.0,-18.1,-16.349733999999998
11365000000.0,-17.4,-15.621585999999999
11365000000.0,-16.700000000000003,-14.931368
11365000000.0,-16.0,-14.234786
11365000000.0,-15.3,-13.529175999999998
11365000000.0,-14.600000000000001,-12.807242000000002
11365000000.0,-13.900000000000002,-12.075792000000002
11365000000.0,-13.200000000000003,-11.328453999999999
11365000000.0,-12.5,-10.578059999999999
11365000000.0,-11.8,-9.8182648
11365000000.0,-11.100000000000001,-9.049204600000001
11365000000.0,-10.400000000000002,-8.3700564
11365000000.0,-9.700000000000003,-7.687941599999999
11365000000.0,-9.0,-7.002443000000001
11365000000.0,-8.3,-6.2867786
11365000000.0,-7.600000000000001,-5.502076199999999
11365000000.0,-6.900000000000002,-4.7203058
11365000000.0,-6.200000000000003,-3.9491568
11365000000.0,-5.5,-3.2267056
11365000000.0,-4.800000000000001,-2.5078922
11365000000.0,-4.100000000000001,-1.7964742
11365000000.0,-3.400000000000002,-1.094528
11365000000.0,-2.700000000000003,-0.40049022
11365000000.0,-2.0,0.2866816
11365000000.0,-1.3000000000000007,0.9935976199999998
11365000000.0,-0.6000000000000014,1.7410716000000002
11365000000.0,0.09999999999999787,2.4700772
11365000000.0,0.7999999999999972,3.1702216
11365000000.0,1.4999999999999964,3.8457978000000006
11365000000.0,2.1999999999999957,4.4936816
11365000000.0,2.8999999999999986,5.1903518
11365000000.0,3.5999999999999943,5.933103600000001
11365000000.0,4.299999999999997,6.631437
11365000000.0,5.0,7.2746838
11560000000.0,-30.0,-29.967505999999997
11560000000.0,-29.3,-29.388104
11560000000.0,-28.6,-28.768272000000003
11560000000.0,-27.9,-28.117658
11560000000.0,-27.2,-27.480421999999997
11560000000.0,-26.5,-26.781628
11560000000.0,-25.8,-26.074756
11560000000.0,-25.1,-25.395406
11560000000.0,-24.4,-24.709287999999997
11560000000.0,-23.7,-24.008238
11560000000.0,-23.0,-23.332361999999996
11560000000.0,-22.3,-22.604480000000002
11560000000.0,-21.6,-21.849322000000004
11560000000.0,-20.9,-21.069068
11560000000.0,-20.200000000000003,-20.335498
11560000000.0,-19.5,-19.656398
11560000000.0,-18.8,-18.970698
11560000000.0,-18.1,-18.273732
11560000000.0,-17.4,-17.570581999999998
11560000000.0,-16.700000000000003,-16.834146
11560000000.0,-16.0,-16.000672
11560000000.0,-15.3,-15.305484000000002
11560000000.0,-14.600000000000001,-14.592797999999998
11560000000.0,-13.900000000000002,-13.868902
11560000000.0,-13.200000000000003,-13.088551999999998
11560000000.0,-12.5,-12.295684
11560000000.0,-11.8,-11.502798000000002
11560000000.0,-11.100000000000001,-10.789266000000001
11560000000.0,-10.400000000000002,-10.071822000000001
11560000000.0,-9.700000000000003,-9.3456966
11560000000.0,-9.0,-8.6122376
11560000000.0,-8.3,-7.8674214000000005
11560000000.0,-7.600000000000001,-7.115610000000001
11560000000.0,-6.900000000000002,-6.3546776000000005
11560000000.0,-6.200000000000003,-5.5859754
11560000000.0,-5.5,-4.814646400000001
11560000000.0,-4.800000000000001,-4.0870986
11560000000.0,-4.100000000000001,-3.406425
11560000000.0,-3.400000000000002,-2.7191444000000002
11560000000.0,-2.700000000000003,-2.0351202
11560000000.0,-2.0,-1.3091572
11560000000.0,-1.3000000000000007,-0.5690457
11560000000.0,-0.6000000000000014,0.16330408000000002
11560000000.0,0.09999999999999787,0.90825094
11560000000.0,0.7999999999999972,1.6601664
11560000000.0,1.4999999999999964,2.3988152000000005
11560000000.0,2.1999999999999957,3.1189014
11560000000.0,2.8999999999999986,3.8133178
11560000000.0,3.5999999999999943,4.486441
11560000000.0,4.299999999999997,5.1760142
11560000000.0,5.0,6.001732
11755000000.0,-30.0,-28.37745
11755000000.0,-29.3,-27.838556
11755000000.0,-28.6,-27.305258
11755000000.0,-27.9,-26.792498000000002
11755000000.0,-27.2,-26.283792
11755000000.0,-26.5,-25.676408000000002
11755000000.0,-25.8,-25.097426
11755000000.0,-25.1,-24.535701999999997
11755000000.0,-24.4,-23.93504
11755000000.0,-23.7,-23.347286
11755000000.0,-23.0,-22.752188
11755000000.0,-22.3,-22.058806
11755000000.0,-21.6,-21.357918
11755000000.0,-20.9,-20.674149999999997
11755000000.0,-20.200000000000003,-20.006860000000003
11755000000.0,-19.5,-19.3885
11755000000.0,-18.8,-18.722314
11755000000.0,-18.1,-17.984949999999998
11755000000.0,-17.4,-17.360028
11755000000.0,-16.700000000000003,-16.726616
11755000000.0,-16.0,-15.917424
11755000000.0,-15.3,-15.193922
11755000000.0,-14.600000000000001,-14.508024
11755000000.0,-13.900000000000002,-13.804319999999999
11755000000.0,-13.200000000000003,-13.079382
11755000000.0,-12.5,-12.270062
11755000000.0,-11.8,-11.404972
11755000000.0,-11.100000000000001,-10.626978
11755000000.0,-10.400000000000002,-9.9428964
11755000000.0,-9.700000000000003,-9.245558
11755000000.0,-9.0,-8.540163799999998
11755000000.0,-8.3,-7.822606
11755000000.0,-7.600000000000001,-7.094391
11755000000.0,-6.900000000000002,-6.3563038
11755000000.0,-6.200000000000003,-5.6088808000000006
11755000000.0,-5.5,-4.8515880000000005
11755000000.0,-4.800000000000001,-4.0974182
11755000000.0,-4.100000000000001,-3.3596602000000004
11755000000.0,-3.400000000000002,-2.61658
11755000000.0,-2.700000000000003,-1.8725286
11755000000.0,-2.0,-1.1084802
11755000000.0,-1.3000000000000007,-0.33635836
11755000000.0,-0.6000000000000014,0.42714128
11755000000.0,0.09999999999999787,1.181959
11755000000.0,0.7999999999999972,1.9222888
11755000000.0,1.4999999999999964,2.6511564
11755000000.0,2.1999999999999957,3.3615364
11755000000.0,2.8999999999999986,4.0452392
11755000000.0,3.5999999999999943,4.710357999999999
11755000000.0,4.299999999999997,5.3959016
11755000000.0,5.0,6.2320542
11950000000.0,-30.0,-29.314504
11950000000.0,-29.3,-28.817348000000003
11950000000.0,-28.6,-28.316471999999997
11950000000.0,-27.9,-27.775006
11950000000.0,-27.2,-27.195010000000003
11950000000.0,-26.5,-26.612630000000003
11950000000.0,-25.8,-26.060527999999998
11950000000.0,-25.1,-25.427167999999998
11950000000.0,-24.4,-24.783372000000004
11950000000.0,-23.7,-24.154518
11950000000.0,-23.0,-23.463064
11950000000.0,-22.3,-22.773398
11950000000.0,-21.6,-22.094598
11950000000.0,-20.9,-21.42428
11950000000.0,-20.200000000000003,-20.681852
11950000000.0,-19.5,-19.901915999999996
11950000000.0,-18.8,-19.094462
11950000000.0,-18.1,-18.438973999999998
11950000000.0,-17.4,-17.730856000000003
11950000000.0,-16.700000000000003,-17.023965999999998
11950000000.0,-16.0,-16.28892
11950000000.0,-15.3,-15.453756000000002
11950000000.0,-14.600000000000001,-14.785473999999999
11950000000.0,-13.900000000000002,-13.997876
11950000000.0,-13.200000000000003,-13.182156
11950000000.0,-12.5,-12.394435999999999
11950000000.0,-11.8,-11.603862
11950000000.0,-11.100000000000001,-10.824204
11950000000.0,-10.400000000000002,-10.06334
11950000000.0,-9.700000000000003,-9.285272800000001
11950000000.0,-9.0,-8.49504
